respondent_id,persona,age_group,gender,city_tier,occupation,income_band,monthly_income_inr,purchase_frequency,preferred_categories,purchase_motivation,brand_affinity,brand_tier_score,resale_experience,preferred_channel,resale_pain_points,counterfeit_concern,auth_premium_willingness,escrow_preference,style_subcategories,watch_styles,color_material_pref,occasion_usage,avg_spend_band,avg_spend_inr,annual_budget_band,annual_budget_inr,resale_new_pref_score,desired_features,trust_drivers,adoption_likelihood,adoption_score,adoption_binary,discovery_channel,research_days,social_influence_source,peer_spend_band,price_switch_threshold_pct,incumbent_platform_trust,festive_purchase,trust_composite_score,spend_to_income_ratio,category_diversity_score,feature_demand_score,research_days_flagged,high_spend_ratio_flag
LL_1865,Professional Reseller,35–44,Female,Tier 1 (Metro),Business Owner/Entrepreneur,"Below ₹50,000",35000,Once every 2–3 months,"Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods","Personal reward / self-indulgence, Status and social signaling, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Instagram / WhatsApp (informal),"Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery",5,4,3,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus)",Not applicable,"Bold / statement colors (red, cobalt), Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹5,00,001–₹15,00,000",1000000,"₹3,00,001–₹10,00,000",650000,6,AI-powered authentication certificate,Verified seller ratings and reviews,Very Likely,5,1,YouTube,8,Self-driven / independent,"₹50,000–₹1,00,000",5,3,Yes,4.0,28.57,4,1,0,1
LL_1866,Cautious Explorer,25–34,Female,Tier 2,Business Owner/Entrepreneur,"₹2,50,001–₹5,00,000",375000,2–3 times a year,"Sneakers & Footwear, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Gifting to others, Sustainability (pre-owned is eco-friendly)","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, not interested",Have not used any platform,"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, No post-sale recourse or return policy",3,4,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus)",Not applicable,"Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"₹1,00,001–₹3,00,000",200000,3,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Physical authentication centers in India",Likely,4,1,Friends & Family,22,Self-driven / independent,"₹2,50,001–₹5,00,000",43,2,Yes,4.0,0.27,2,7,0,0
LL_1867,Cautious Explorer,35–44,Female,Tier 1 (Metro),Freelancer/Consultant,"₹5,00,001–₹10,00,000",750000,Multiple times a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Status and social signaling, Gifting to others","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, not interested",Darveys / Luxepolis / Confidential Couture (India),"Unreliable logistics and delivery, No post-sale recourse or return policy",4,4,3,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith)","Sports/dive watches (Rolex Sub, AP Royal Oak), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic","Daily / everyday use, Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹3,00,001–₹10,00,000",650000,2,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Trade-in or buy-back guarantee","Partnerships with luxury brands, Transparent pricing benchmarks",Likely,4,1,YouTube,19,Family,"₹5,00,001–₹10,00,000",40,2,No,3.67,0.04,6,5,0,0
LL_1868,Aspirational Professional,35–44,Female,Tier 1 (Metro),Business Owner/Entrepreneur,"₹1,00,001–₹2,50,000",175000,Once a month,Apparel & Ready-to-Wear,"Status and social signaling, Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Instagram / WhatsApp (informal),Difficulty verifying item condition,5,4,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Classic leather (smooth, grained)","Daily / everyday use, Professional / office settings","₹10,000–₹50,000",30000,"₹25,000–₹1,00,000",62500,7,"AI-powered authentication certificate, Trade-in or buy-back guarantee",Transparent pricing benchmarks,Likely,4,1,Friends & Family,13,Peers / friends,"₹2,50,001–₹5,00,000",34,4,Yes,4.33,0.17,1,2,0,0
LL_1869,Gen Z / Hype Buyer,18–24,Prefer not to say,Tier 2,Business Owner/Entrepreneur,"₹1,00,001–₹2,50,000",175000,2–3 times a year,"Handbags & Purses, Fine Jewelry & Accessories, Small Leather Goods",Personal reward / self-indulgence,"Entry-level luxury (Fossil, Michael Kors, Coach)",1,"No, but open to it",OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, No post-sale recourse or return policy",4,1,2,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Chronographs (Daytona, Speedmaster)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹10,000–₹50,000",30000,"Below ₹25,000",15000,7,Portfolio / Vault tracker,"Verified seller ratings and reviews, Partnerships with luxury brands, Physical authentication centers in India",Unlikely,2,0,YouTube,2,Self-driven / independent,"₹1,00,001–₹2,50,000",14,2,No,2.33,0.17,3,1,0,0
LL_1870,Cautious Explorer,45–54,Male,Tier 2,Salaried – Private,"₹1,00,001–₹2,50,000",175000,2–3 times a year,"Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Investment / asset appreciation","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, not interested",Have not used any platform,Risk of counterfeit / fake items,4,3,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Vintage / classic pieces (pre-2000)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference",Long-term investment / asset to hold,"Below ₹10,000",7500,"Below ₹25,000",15000,4,Trade-in or buy-back guarantee,"Verified seller ratings and reviews, Transparent pricing benchmarks",Unlikely,2,0,Online article / blog,47,Family,"₹2,50,001–₹5,00,000",46,3,No,3.67,0.04,5,1,0,0
LL_1871,Aspirational Professional,35–44,Male,Tier 2,Salaried – Private,"₹5,00,001–₹10,00,000",750000,2–3 times a year,Handbags & Purses,"Status and social signaling, Investment / asset appreciation","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Vestiaire Collective / Tradesy (international),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",5,3,5,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference",Long-term investment / asset to hold,"₹50,001–₹1,50,000",100000,"₹1,00,001–₹3,00,000",200000,7,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Partnerships with luxury brands",Very Likely,5,1,Brand store / website,17,Self-driven / independent,"Above ₹10,00,000",31,3,No,4.33,0.13,1,7,0,0
LL_1872,Gen Z / Hype Buyer,35–44,Male,Tier 1 (Metro),Student,"₹1,00,001–₹2,50,000",175000,Once a year or less,Handbags & Purses,Sustainability (pre-owned is eco-friendly),"Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, but open to it",Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Lack of transparent pricing, Unreliable logistics and delivery, No post-sale recourse or return policy",3,3,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Gold/diamond fine jewelry","Dress watches (Cartier Tank, Patek Calatrava), Modern limited editions / collabs",Monogram / logo-heavy designs,"Daily / everyday use, Special events (weddings, parties), Long-term investment / asset to hold","₹50,001–₹1,50,000",100000,"Below ₹25,000",15000,9,"AI-powered authentication certificate, Blockchain-backed ownership record, Live auctions / social bidding","Transparent pricing benchmarks, Physical authentication centers in India",Likely,4,1,YouTube,7,Social media influencers,"₹1,00,001–₹2,50,000",21,3,No,3.33,0.57,1,3,0,0
LL_1873,Cautious Explorer,25–34,Female,Tier 2,Salaried – Govt/PSU,"Below ₹50,000",35000,Once every 2–3 months,"Handbags & Purses, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Investment / asset appreciation, Gifting to others","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,"No, but open to it",Have not used any platform,"Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, No post-sale recourse or return policy",4,3,5,"Structured handbags (Birkin, Classic Flap)",Modern limited editions / collabs,"Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Classic leather (smooth, grained), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference","Special events (weddings, parties)","₹10,000–₹50,000",30000,"₹25,000–₹1,00,000",62500,4,Dedicated customer support SLA,"Verified seller ratings and reviews, Media coverage and social proof, Physical authentication centers in India",Very Likely,5,1,Online article / blog,38,Family,"₹50,000–₹1,00,000",25,1,Yes,4.0,0.86,5,1,0,0
LL_1874,Cautious Explorer,25–34,Male,Tier 3 / Small Town,Student,"₹50,000–₹1,00,000",75000,2–3 times a year,"Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Investment / asset appreciation","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, not interested",Instagram / WhatsApp (informal),"Difficulty verifying item condition, Complicated or risky payment process, No post-sale recourse or return policy",4,3,4,"Casual/tote bags (Neverfull, Speedy), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Modern limited editions / collabs","Neutral tones (black, beige, tan), Gold hardware preference, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"Below ₹25,000",15000,5,AI-powered authentication certificate,"Partnerships with luxury brands, Physical authentication centers in India",Likely,4,1,Friends & Family,15,Self-driven / independent,"₹1,00,001–₹2,50,000",29,1,Yes,3.67,1.33,3,1,0,0
LL_1875,Cautious Explorer,25–34,Male,Tier 2,Student,"₹1,00,001–₹2,50,000",175000,2–3 times a year,"Handbags & Purses, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Sustainability (pre-owned is eco-friendly)","Entry-level luxury (Fossil, Michael Kors, Coach)",1,"No, but open to it",Have not used any platform,"Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process",3,3,5,"Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Chronographs (Daytona, Speedmaster), Modern limited editions / collabs","Neutral tones (black, beige, tan), Classic leather (smooth, grained), Monogram / logo-heavy designs, Gold hardware preference, Silver hardware preference","Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","Below ₹10,000",7500,"₹25,000–₹1,00,000",62500,5,"AI-powered authentication certificate, Escrow payment protection, Trade-in or buy-back guarantee, Dedicated customer support SLA",Transparent pricing benchmarks,Likely,4,1,Friends & Family,17,Self-driven / independent,"₹1,00,001–₹2,50,000",31,2,No,3.67,0.04,5,4,0,0
LL_1876,Professional Reseller,25–34,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"₹2,50,001–₹5,00,000",375000,Once every 2–3 months,"Watches & Timepieces, Apparel & Ready-to-Wear","Status and social signaling, Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,Yes – sold only,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery, No post-sale recourse or return policy",5,5,3,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus)","Dress watches (Cartier Tank, Patek Calatrava)","Classic leather (smooth, grained), Minimalist / logo-free aesthetic, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹3,00,001–₹10,00,000",650000,8,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee","Verified seller ratings and reviews, Partnerships with luxury brands, Transparent pricing benchmarks",Neutral,3,0,Friends & Family,7,Self-driven / independent,"₹5,00,001–₹10,00,000",22,3,Yes,4.33,0.87,2,6,0,0
LL_1877,Aspirational Professional,25–34,Male,Tier 1 (Metro),Salaried – Govt/PSU,"₹50,000–₹1,00,000",75000,2–3 times a year,"Handbags & Purses, Sneakers & Footwear, Small Leather Goods","Status and social signaling, Investment / asset appreciation, Gifting to others","Accessible luxury (Longchamp, Kate Spade, Tumi)",2,"No, not interested",Have not used any platform,"Difficulty verifying item condition, Lack of transparent pricing, Unreliable logistics and delivery",3,4,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Vintage / classic pieces (pre-2000),"Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc)","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","₹1,50,001–₹5,00,000",325000,"₹1,00,001–₹3,00,000",200000,8,Portfolio / Vault tracker,"Verified seller ratings and reviews, Partnerships with luxury brands, Physical authentication centers in India",Likely,4,1,Friends & Family,12,Social media influencers,"₹50,000–₹1,00,000",51,2,Yes,4.0,4.33,3,1,0,0
LL_1878,Aspirational Professional,25–34,Prefer not to say,Tier 2,Salaried – Private,"₹5,00,001–₹10,00,000",750000,Once a month,"Watches & Timepieces, Fine Jewelry & Accessories",Status and social signaling,"Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – both bought and sold,Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",4,5,3,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith)","Sports/dive watches (Rolex Sub, AP Royal Oak), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000)","Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Gold hardware preference, Silver hardware preference","Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹3,00,001–₹10,00,000",650000,6,"AI-powered authentication certificate, Blockchain-backed ownership record, Portfolio / Vault tracker","Verified seller ratings and reviews, Partnerships with luxury brands",Very Likely,5,1,YouTube,16,Peers / friends,"₹5,00,001–₹10,00,000",32,3,No,4.0,0.43,2,3,0,0
LL_1879,Gen Z / Hype Buyer,18–24,Female,Tier 1 (Metro),Student,"Below ₹50,000",35000,Once every 2–3 months,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Status and social signaling","Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – bought only,Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing",3,4,4,"Dress/sport watches (Submariner, Nautilus), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000)","Exotic materials (python, ostrich, croc), Monogram / logo-heavy designs","Daily / everyday use, Long-term investment / asset to hold","Below ₹10,000",7500,"₹1,00,001–₹3,00,000",200000,5,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Live auctions / social bidding, Dedicated customer support SLA","Partnerships with luxury brands, Transparent pricing benchmarks",Neutral,3,0,Friends & Family,5,Social media influencers,"₹50,000–₹1,00,000",31,4,Yes,3.67,0.21,6,5,0,0
LL_1880,Gen Z / Hype Buyer,18–24,Female,Tier 2,Freelancer/Consultant,"₹50,000–₹1,00,000",75000,Multiple times a month,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Gifting to others","Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – sold only,Darveys / Luxepolis / Confidential Couture (India),Complicated or risky payment process,5,3,2,"Structured handbags (Birkin, Classic Flap), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Sports/dive watches (Rolex Sub, AP Royal Oak), Chronographs (Daytona, Speedmaster), Modern limited editions / collabs",Silver hardware preference,"Daily / everyday use, Special events (weddings, parties)","₹50,001–₹1,50,000",100000,"Below ₹25,000",15000,4,Blockchain-backed ownership record,"Verified seller ratings and reviews, Transparent pricing benchmarks",Likely,4,1,Friends & Family,1,Partner / spouse,"₹1,00,001–₹2,50,000",22,3,Yes,3.33,1.33,6,1,0,0
LL_1881,Gen Z / Hype Buyer,18–24,Male,Tier 1 (Metro),Salaried – Private,"₹2,50,001–₹5,00,000",375000,Once a month,"Sneakers & Footwear, Apparel & Ready-to-Wear","Status and social signaling, Sustainability (pre-owned is eco-friendly)","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – bought only,Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process",2,4,4,"Sneakers – Hype / Limited Edition (Yeezy, Off-White), Sneakers – Classic (Air Jordan, Stan Smith)","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster), Vintage / classic pieces (pre-2000), Modern limited editions / collabs","Bold / statement colors (red, cobalt), Gold hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties)","Below ₹10,000",7500,"Below ₹25,000",15000,10,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Media coverage and social proof, Physical authentication centers in India",Very Likely,5,1,Friends & Family,8,Social media influencers,"₹2,50,001–₹5,00,000",6,3,No,3.33,0.02,2,7,0,0
LL_1882,Professional Reseller,18–24,Male,Tier 2,Business Owner/Entrepreneur,"₹2,50,001–₹5,00,000",375000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Gifting to others","Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – both bought and sold,Have not used any platform,"Lack of transparent pricing, No post-sale recourse or return policy",5,2,5,"Structured handbags (Birkin, Classic Flap)",Not applicable,Gold hardware preference,"Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹3,00,001–₹10,00,000",650000,6,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee","Partnerships with luxury brands, Transparent pricing benchmarks, Physical authentication centers in India",Very Likely,5,1,Friends & Family,10,Self-driven / independent,"₹5,00,001–₹10,00,000",5,3,Yes,4.0,0.87,6,6,0,0
LL_1883,Gen Z / Hype Buyer,18–24,Female,Tier 3 / Small Town,Salaried – Govt/PSU,"₹1,00,001–₹2,50,000",175000,Once every 2–3 months,Sneakers & Footwear,Sustainability (pre-owned is eco-friendly),"True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,"No, not interested",Instagram / WhatsApp (informal),"Risk of counterfeit / fake items, Difficulty verifying item condition, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,4,4,"Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Not applicable,"Bold / statement colors (red, cobalt), Exotic materials (python, ostrich, croc), Minimalist / logo-free aesthetic","Special events (weddings, parties), Long-term investment / asset to hold","₹10,000–₹50,000",30000,"₹25,000–₹1,00,000",62500,6,"Live auctions / social bidding, Trade-in or buy-back guarantee",Partnerships with luxury brands,Very Likely,5,1,YouTube,6,Peers / friends,"₹1,00,001–₹2,50,000",28,2,No,3.67,0.17,1,2,0,0
LL_1884,Professional Reseller,45–54,Female,Tier 2,Business Owner/Entrepreneur,"₹5,00,001–₹10,00,000",750000,Once a month,"Sneakers & Footwear, Small Leather Goods, Apparel & Ready-to-Wear","Personal reward / self-indulgence, Investment / asset appreciation","True luxury (Louis Vuitton, Chanel, Dior, Rolex)",4,Yes – both bought and sold,Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Lack of transparent pricing, Unreliable logistics and delivery",4,3,3,Gold/diamond fine jewelry,"Chronographs (Daytona, Speedmaster), Modern limited editions / collabs","Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Monogram / logo-heavy designs, Minimalist / logo-free aesthetic, Silver hardware preference","Daily / everyday use, Professional / office settings, Special events (weddings, parties), Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹1,00,001–₹3,00,000",200000,6,"AI-powered authentication certificate, Blockchain-backed ownership record, Escrow payment protection, Trade-in or buy-back guarantee, Dedicated customer support SLA","Partnerships with luxury brands, Media coverage and social proof, Physical authentication centers in India",Very Likely,5,1,Instagram / Reels,4,Peers / friends,"₹5,00,001–₹10,00,000",5,2,No,3.33,0.43,3,5,0,0
LL_1885,Aspirational Professional,35–44,Female,Tier 2,Salaried – Private,"₹2,50,001–₹5,00,000",375000,2–3 times a year,"Handbags & Purses, Watches & Timepieces, Sneakers & Footwear, Fine Jewelry & Accessories, Small Leather Goods, Apparel & Ready-to-Wear","Status and social signaling, Investment / asset appreciation, Sustainability (pre-owned is eco-friendly)","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",Darveys / Luxepolis / Confidential Couture (India),"Risk of counterfeit / fake items, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",3,5,5,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Dress/sport watches (Submariner, Nautilus), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White), Gold/diamond fine jewelry",Not applicable,"Neutral tones (black, beige, tan), Exotic materials (python, ostrich, croc), Minimalist / logo-free aesthetic, Silver hardware preference","Daily / everyday use, Long-term investment / asset to hold","₹1,50,001–₹5,00,000",325000,"₹1,00,001–₹3,00,000",200000,4,"AI-powered authentication certificate, Live auctions / social bidding, Trade-in or buy-back guarantee","Verified seller ratings and reviews, Media coverage and social proof, Transparent pricing benchmarks",Likely,4,1,Instagram / Reels,40,Family,"₹2,50,001–₹5,00,000",26,4,Yes,4.33,0.87,6,3,0,0
LL_1886,Aspirational Professional,35–44,Male,Tier 2,Salaried – Private,"₹1,00,001–₹2,50,000",175000,Once every 2–3 months,"Handbags & Purses, Sneakers & Footwear, Fine Jewelry & Accessories","Personal reward / self-indulgence, Status and social signaling, Investment / asset appreciation","Aspirational luxury (Gucci, Prada, Burberry)",3,Yes – bought only,OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery",5,5,4,"Structured handbags (Birkin, Classic Flap), Casual/tote bags (Neverfull, Speedy), Sneakers – Classic (Air Jordan, Stan Smith), Sneakers – Hype / Limited Edition (Yeezy, Off-White)","Dress watches (Cartier Tank, Patek Calatrava)","Neutral tones (black, beige, tan), Bold / statement colors (red, cobalt), Classic leather (smooth, grained), Minimalist / logo-free aesthetic, Gold hardware preference","Daily / everyday use, Professional / office settings","₹50,001–₹1,50,000",100000,"₹3,00,001–₹10,00,000",650000,5,"Blockchain-backed ownership record, Escrow payment protection, Portfolio / Vault tracker, Live auctions / social bidding, Trade-in or buy-back guarantee, Dedicated customer support SLA","Verified seller ratings and reviews, Partnerships with luxury brands, Transparent pricing benchmarks",Unlikely,2,0,Instagram / Reels,9,Self-driven / independent,"₹1,00,001–₹2,50,000",41,2,Yes,4.67,0.57,3,6,0,0
LL_1887,Aspirational Professional,25–34,Male,Tier 1 (Metro),Business Owner/Entrepreneur,"₹1,00,001–₹2,50,000",175000,Multiple times a month,Apparel & Ready-to-Wear,"Personal reward / self-indulgence, Investment / asset appreciation","Aspirational luxury (Gucci, Prada, Burberry)",3,"No, but open to it",OLX / Quikr (classifieds),"Risk of counterfeit / fake items, Difficulty verifying item condition, Lack of transparent pricing, Complicated or risky payment process, Unreliable logistics and delivery, No post-sale recourse or return policy",4,4,3,"Dress/sport watches (Submariner, Nautilus), Gold/diamond fine jewelry","Sports/dive watches (Rolex Sub, AP Royal Oak), Dress watches (Cartier Tank, Patek Calatrava), Chronographs (Daytona, Speedmaster)","Neutral tones (black, beige, tan), Minimalist / logo-free aesthetic",Daily / everyday use,"₹10,000–₹50,000",30000,"₹3,00,001–₹10,00,000",650000,7,"AI-powered authentication certificate, Portfolio / Vault tracker","Partnerships with luxury brands, Media coverage and social proof, Transparent pricing benchmarks",Very Likely,5,1,Friends & Family,15,Family,"₹1,00,001–₹2,50,000",37,2,No,3.67,0.17,1,2,0,0
